Product Name,Original Price,Clearance Price,Percentage Off,Product Category,Product Code,Rating,Link,Sale Price
"CAMCO 25553 Precision RV Curved Ball Levels, 2-pk",29.99,13.93,54.0,automotive-outdoor-adventure,040-8390-6,3.0,https://www.canadiantire.ca/en/pdp/camco-25553-precision-rv-curved-ball-levels-2-pk-0408390p.html#srp,
Life Gear 2-in-1 LED Flashlight/Lantern,,9.93,,hardware,399-9214-0,4.5,https://www.canadiantire.ca/en/pdp/life-gear-2-in-1-led-flashlight-lantern-3999214p.html#srp,
"Squishy Cuties Kids Unicorn Foam Handle Skipping/Jump Rope For Outdoor Play, Age 4+, 8-Ft",12.99,8.93,31.0,toys,050-9144-4,3.0,https://www.canadiantire.ca/en/pdp/squishy-cuties-kids-unicorn-foam-handle-skipping-jump-rope-for-outdoor-play-age-4-8-ft-0509144p.html#srp,
Slow Sign Decal,7.99,2.93,63.0,car-care-accessories,037-1961-0,2.0,https://www.canadiantire.ca/en/pdp/slow-sign-decal-0371961p.html#srp,
"Bow Copper 90-Degree Elbow, 1/2-in, 25-pk",29.99,9.93,67.0,plumbing,063-1205-8,5.0,https://www.canadiantire.ca/en/pdp/bow-copper-90-degree-elbow-1-2-in-25-pk-0631205p.html#srp,
"Triton Mildew Boat Remover, Clear, 950-ml",17.99,6.93,61.0,seasonal-recreation,079-0183-8,2.6,https://www.canadiantire.ca/en/pdp/triton-mildew-boat-remover-clear-950-ml-0790183p.html#srp,
"SodaStream Raspberry & Mint Flavour Soda Press Organic Soda Syrup, Vegan, 500mL",9.99,6.93,31.0,kitchen,153-2499-8,3.6,https://www.canadiantire.ca/en/pdp/sodastream-raspberry-mint-flavour-soda-press-organic-soda-syrup-vegan-500ml-1532499p.html#srp,
"Downy Defy Damage Total-Wash Fabric Conditioning Beads, Fresh Scent, 650-g",16.99,8.93,47.0,home-essentials,153-1574-4,4.5,https://www.canadiantire.ca/en/pdp/downy-defy-damage-total-wash-fabric-conditioning-beads-fresh-scent-650-g-1531574p.html#srp,
Kimpex 9729 Ignition Hr Diaphragm and Gasket Set Kit,,12.49,,automotive-outdoor-adventure,026-4838X,0.0,https://www.canadiantire.ca/en/pdp/kimpex-9729-ignition-hr-diaphragm-and-gasket-set-kit-0264838p.html#srp,
"PlumbShop EMCO Handle Hot & Cold Insert Button Set, Small, Twin Pack",3.99,2.43,39.0,plumbing,063-0650-2,5.0,https://www.canadiantire.ca/en/pdp/plumbshop-emco-handle-hot-cold-insert-button-set-small-twin-pack-0630650p.html#srp,
"Globe Electric Traditional Round LED Warm White Recessed Lighting Kit, 3-in, White Trim",19.99,4.93,75.0,home-decor,052-9520-4,5.0,https://www.canadiantire.ca/en/pdp/globe-electric-traditional-round-led-warm-white-recessed-lighting-kit-3-in-white-trim-0529520p.html#srp,
Browning Ducks Unlimited Duck Call Air Freshener,6.49,3.43,47.0,car-care-accessories,037-3190-2,4.0,https://www.canadiantire.ca/en/pdp/browning-ducks-unlimited-duck-call-air-freshener-0373190p.html#srp,
"Triton High-Foaming Boat Wash, Clear, 950-ml",19.99,8.93,55.0,seasonal-recreation,079-0181-2,2.3,https://www.canadiantire.ca/en/pdp/triton-high-foaming-boat-wash-clear-950-ml-0790181p.html#srp,
"Tensor™ Elasto-Preene Elbow Kinesiology Self-Adhering Support, Black, 3-pk",13.99,4.93,65.0,hockey,083-9196-2,2.0,https://www.canadiantire.ca/en/pdp/tensor-elasto-preene-elbow-kinesiology-self-adhering-support-black-3-pk-0839196p.html#srp,
Autotrends Seat Belt Adjuster,9.99,1.93,81.0,car-care-accessories,037-2603-8,2.0,https://www.canadiantire.ca/en/pdp/autotrends-seat-belt-adjuster-0372603p.html#srp,
"Broan Nutone Replacement Range Hood Knobs, 4-pcs, Plastic, Black",16.99,8.43,50.0,kitchen,052-2803-4,5.0,https://www.canadiantire.ca/en/pdp/broan-nutone-replacement-range-hood-knobs-4-pcs-plastic-black-0522803p.html#srp,
"Snaplock Rectangle Plastic Food Storage Container with Airtight Seal, Assorted Sizes",9.99,6.43,36.0,kitchen,142-1602X,4.3,https://www.canadiantire.ca/en/pdp/snaplock-rectangle-plastic-food-storage-container-with-airtight-seal-assorted-sizes-1421602p.html#srp,
Dynatrap 7W UV Replacement Bulb,13.99,2.43,83.0,gardening,059-6553-0,0.0,https://www.canadiantire.ca/en/pdp/dynatrap-7w-uv-replacement-bulb-0596553p.html#srp,
"Dura Pro Ceramic Tile Adhesive, 950-mL",9.99,1.93,81.0,paint,067-1008-0,1.3,https://www.canadiantire.ca/en/pdp/dura-pro-ceramic-tile-adhesive-950-ml-0671008p.html#srp,
"Gonzo Natural Magic Odour Eliminating Fragrance Beads, Assorted Scents, 340-g",5.49,1.93,65.0,cleaning,153-0927X,3.4,https://www.canadiantire.ca/en/pdp/gonzo-natural-magic-odour-eliminating-fragrance-beads-assorted-scents-340-g-1530927p.html#srp,
"Silverwax Auto Car Shock Treatment Against Odours-Spray, Fresh Laundry Scent",15.99,8.93,44.0,car-care-accessories,039-8109-6,3.1,https://www.canadiantire.ca/en/pdp/silverwax-auto-car-shock-treatment-against-odours-spray-fresh-laundry-scent-0398109p.html#srp,
"ObusForme Vibration Back and AIr Compression Full Back Heated Cushion, Universal Fit, 6 Heat Levels",149.99,54.93,63.0,car-care-accessories,032-3916-8,2.0,https://www.canadiantire.ca/en/pdp/obusforme-vibration-back-and-air-compression-full-back-heated-cushion-universal-fit-6-heat-levels-0323916p.html#srp,
"Febreze One 2-pk Scented Oil Dual Scent Air Freshener Refills, Assorted Scents",,12.99,,cleaning,153-0910X,4.7,https://www.canadiantire.ca/en/pdp/febreze-one-2-pk-scented-oil-dual-scent-air-freshener-refills-assorted-scents-1530910p.html#srp,
Bushnell Core DS4K No Glow Trail Camera,309.99,209.93,32.0,hunting,375-0925-8,1.0,https://www.canadiantire.ca/en/pdp/bushnell-core-ds4k-no-glow-trail-camera-3750925p.html#srp,
"Weiser Downtown Single-Cylinder Square Deadbolt Door Lock, Iron/Black",69.99,39.93,43.0,hardware,046-7476-8,4.6,https://www.canadiantire.ca/en/pdp/weiser-downtown-single-cylinder-square-deadbolt-door-lock-iron-black-0467476p.html#srp,
"Downy WrinkleGuard Liquid Fabric Softener, Fresh Scent, 71-Load, 2.10-L",14.99,9.93,34.0,home-essentials,153-1786-0,4.3,https://www.canadiantire.ca/en/pdp/downy-wrinkleguard-liquid-fabric-softener-fresh-scent-71-load-2-10-l-1531786p.html#srp,
"Mastercraft Storage Basket with Frame, 18 x 12 x 11-in, Up to 15-kgs",25.99,14.93,43.0,tools,068-1538-6,3.8,https://www.canadiantire.ca/en/pdp/mastercraft-storage-basket-with-frame-18-x-12-x-11-in-up-to-15-kgs-0681538p.html#srp,
Alpena LED Modcube Lighting,106.99,39.93,63.0,automotive-outdoor-adventure,020-3791-0,1.0,https://www.canadiantire.ca/en/pdp/alpena-led-modcube-lighting-0203791p.html#srp,
"Refresh Your Car! Vent Clip Spray Car Air Freshener, Hawaiian Sunrise",6.99,1.93,72.0,car-care-accessories,037-2733-8,4.5,https://www.canadiantire.ca/en/pdp/refresh-your-car-vent-clip-spray-car-air-freshener-hawaiian-sunrise-0372733p.html#srp,
Certified Male 5/8-in Quick Connect Hose Coupling,4.99,1.43,71.0,outdoor-tools,059-3151-4,2.0,https://www.canadiantire.ca/en/pdp/certified-male-5-8-in-quick-connect-hose-coupling-0593151p.html#srp,
"HOME COLLECTIONS Wall Shelf L-Bracket, White, 14-in x 16-in",5.99,2.43,59.0,home-organization,068-7079-2,4.7,https://www.canadiantire.ca/en/pdp/home-collections-wall-shelf-l-bracket-white-14-in-x-16-in-0687079p.html#srp,
"LEGO® VIDIYO™ Metal Dragon BeatBox - 43109, 86 pcs, Age 7+",24.99,14.93,40.0,toys,050-9229-4,4.5,https://www.canadiantire.ca/en/pdp/lego-vidiyo-metal-dragon-beatbox-43109-86-pcs-age-7-0509229p.html#srp,
"Mastercraft Cold Chisels, 3/8 x 6 x 5/16-in",9.99,5.93,41.0,,058-1442-6,2.3,https://www.canadiantire.ca/en/pdp/mastercraft-cold-chisels-3-8-x-6-x-5-16-in-0581442p.html#srp,
Yardworks Brass Female 5/8-in Quick Connect Hose Coupling,7.99,1.93,76.0,outdoor-tools,059-3226-8,4.1,https://www.canadiantire.ca/en/pdp/yardworks-brass-female-5-8-in-quick-connect-hose-coupling-0593226p.html#srp,
"Feit Electric BA15d Dimmable Pendant Fixture Light Bulb, 350 Lumens, Warm White, 35W",15.49,6.93,55.0,electrical,052-8073-4,4.5,https://www.canadiantire.ca/en/pdp/feit-electric-ba15d-dimmable-pendant-fixture-light-bulb-350-lumens-warm-white-35w-0528073p.html#srp,
"PlumbShop Rough Brass Gate Valve with Copper Connection, for Outdoor & Indoor Use, Assorted Sizes",,11.99,,plumbing,063-3747X,5.0,https://www.canadiantire.ca/en/pdp/plumbshop-rough-brass-gate-valve-with-copper-connection-for-outdoor-indoor-use-assorted-sizes-0633747p.html#srp,
"Atron Electro Industries 65RR Aztec Style Double Rocker Style Switch Plate, 2 Gang, Satin Nickel",8.99,4.93,45.0,electrical,052-2763-8,0.0,https://www.canadiantire.ca/en/pdp/atron-electro-industries-65rr-aztec-style-double-rocker-style-switch-plate-2-gang-satin-nickel-0522763p.html#srp,
"CANVAS Lakeside Wall Ledge with Hooks, White, 24-in",39.99,19.93,50.0,home-organization,068-7644-6,4.0,https://www.canadiantire.ca/en/pdp/canvas-lakeside-wall-ledge-with-hooks-white-24-in-0687644p.html#srp,
Sengled Smart LED Starter Kit with Hub & 2 LED Soft White Light Bulbs,49.99,24.93,50.0,electrical,152-2547-6,0.0,https://www.canadiantire.ca/en/pdp/sengled-smart-led-starter-kit-with-hub-2-led-soft-white-light-bulbs-1522547p.html#srp,
Bahama and Co. Air Freshener,4.49,2.93,35.0,car-care-accessories,037-0620-8,3.9,https://www.canadiantire.ca/en/pdp/bahama-and-co-air-freshener-0370620p.html#srp,
"Snaplock Square Plastic Food Storage Container with Airtight Seal, Assorted Sizes",11.99,7.93,34.0,kitchen,142-1606X,4.8,https://www.canadiantire.ca/en/pdp/snaplock-square-plastic-food-storage-container-with-airtight-seal-assorted-sizes-1421606p.html#srp,
"Sylvania T12 G13 Bi-Pin Base Fluorescent Tube Light Bulb, 6500K, Daylight, 20W, 24-in",13.49,6.43,52.0,electrical,052-5110-4,3.9,https://www.canadiantire.ca/en/pdp/sylvania-t12-g13-bi-pin-base-fluorescent-tube-light-bulb-6500k-daylight-20w-24-in-0525110p.html#srp,
"Hunters Specialties Deluxe Canvas Hunting Game Bag with Closure Ties, 40 x 48-in",17.99,11.93,34.0,hunting,075-0717-8,3.0,https://www.canadiantire.ca/en/pdp/hunters-specialties-deluxe-canvas-hunting-game-bag-with-closure-ties-40-x-48-in-0750717p.html#srp,
"Simoniz Vent Clip Car Air Freshener, Hawaii Aloha, 3-pk",8.99,3.93,56.0,car-care-accessories,037-2440-4,2.5,https://www.canadiantire.ca/en/pdp/simoniz-vent-clip-car-air-freshener-hawaii-aloha-3-pk-0372440p.html#srp,
"Smiths SharPener & Knife Tool, Grey / Yellow",19.99,11.93,40.0,hunting,175-9443-6,0.0,https://www.canadiantire.ca/en/pdp/smith-s-sharpener-knife-tool-grey-yellow-1759443p.html#srp,
"Mastercraft Cold Chisels, 1 x 8-1/2 x 7/8-in",14.99,8.93,40.0,,058-1452-2,5.0,https://www.canadiantire.ca/en/pdp/mastercraft-cold-chisels-1-x-8-1-2-x-7-8-in-0581452p.html#srp,
"For Living Acrylic Soap Dispenser, Clear, 300-ml",10.99,5.93,46.0,home-decor,063-2246-4,1.0,https://www.canadiantire.ca/en/pdp/for-living-acrylic-soap-dispenser-clear-300-ml-0632246p.html#srp,
"Perky Pet Fruit Trio Oriole Nectar Bird Feeder, 30-oz",29.99,17.93,40.0,pet-care,142-9165-6,3.8,https://www.canadiantire.ca/en/pdp/perky-pet-fruit-trio-oriole-nectar-bird-feeder-30-oz-1429165p.html#srp,
Burcam 750738 1-1/2-in Spring Check Valve,27.99,17.93,36.0,plumbing,062-4002-4,0.0,https://www.canadiantire.ca/en/pdp/burcam-750738-1-1-2-in-spring-check-valve-0624002p.html#srp,
Berkley Fusion 19 Slow Turn Hooks,8.49,3.93,54.0,fishing,077-7740X,4.8,https://www.canadiantire.ca/en/pdp/berkley-fusion-19-slow-turn-hooks-0777740p.html#srp,
Burcam 750915 Jet Discharge Hose Kit,16.99,10.93,36.0,plumbing,062-4120-2,5.0,https://www.canadiantire.ca/en/pdp/burcam-750915-jet-discharge-hose-kit-0624120p.html#srp,
Natures Way Cedar Triple Chamber Bird Feeder,59.99,35.93,40.0,pet-care,142-0388-0,4.6,https://www.canadiantire.ca/en/pdp/nature-s-way-cedar-triple-chamber-bird-feeder-1420388p.html#srp,
"Bluehive Outlet Phone Holder, Charging Shelf",2.99,0.93,69.0,car-care-accessories,035-6136-0,3.8,https://www.canadiantire.ca/en/pdp/bluehive-outlet-phone-holder-charging-shelf-0356136p.html#srp,
"Berkley PowerBait Ribbontail Grub, 3-in",,5.99,,fishing,077-8009X,4.7,https://www.canadiantire.ca/en/pdp/berkley-powerbait-ribbontail-grub-3-in-0778009p.html#srp,
"WD-40 RVcare 3-in-1 RV Bug and Tar Remover, 425-g",16.99,7.93,53.0,automotive-outdoor-adventure,040-9707-0,4.0,https://www.canadiantire.ca/en/pdp/wd-40-rvcare-3-in-1-rv-bug-and-tar-remover-425-g-0409707p.html#srp,
"Safe Home SHS15DIYCAN1DIY Starter Water Quality Test Kits, 15-pk",39.99,14.93,63.0,plumbing,062-2018-0,3.7,https://www.canadiantire.ca/en/pdp/safe-home-shs15diycan1diy-starter-water-quality-test-kits-15-pk-0622018p.html#srp,
"Armor All Powerful Car Cleaning Sponge, 1-pk",,0.93,,car-care-accessories,199-0993-4,5.0,https://www.canadiantire.ca/en/pdp/armor-all-powerful-car-cleaning-sponge-1-pk-1990993p.html#srp,
"Disney Frozen Elsa & Anna Playground Ball, Age 3+, 8.5-in",14.99,6.93,54.0,team-sports-and-golf,084-4865-8,5.0,https://www.canadiantire.ca/en/pdp/disney-frozen-elsa-anna-playground-ball-age-3-8-5-in-0844865p.html#srp,
"Tensor™ Elasto-Preene Shoulder Kinesiology Self-Adhering Support, Black, 3-pk",13.99,4.93,65.0,hockey,083-9198-8,0.0,https://www.canadiantire.ca/en/pdp/tensor-elasto-preene-shoulder-kinesiology-self-adhering-support-black-3-pk-0839198p.html#srp,
"Littelfuse Automotive PAL Fuse, Female",,5.99,,light-auto-parts,020-1513X,5.0,https://www.canadiantire.ca/en/pdp/littelfuse-automotive-pal-fuse-female-0201624p.html#srp,
"DEWALT XL Powder Drive Pins, 25-pk",4.49,0.43,90.0,tools,057-4405X,4.7,https://www.canadiantire.ca/en/pdp/dewalt-xl-powder-drive-pins-25-pk-0574405p.html#srp,
"Birthday Gift Bags, Assorted, Medium",1.25,0.23,82.0,home-essentials,053-0100X,5.0,https://www.canadiantire.ca/en/pdp/birthday-gift-bags-assorted-medium-0530100p.html#srp,
Hoover Power Vac Replacement Filter,17.99,0.93,95.0,cleaning,043-8100-2,0.0,https://www.canadiantire.ca/en/pdp/hoover-power-vac-replacement-filter-0438100p.html#srp,
"Rawlings Helmet Extender, Right",24.99,11.93,52.0,team-sports-and-golf,080-1028-8,4.8,https://www.canadiantire.ca/en/pdp/rawlings-helmet-extender-right-0801028p.html#srp,
Berkley Fusion 19 Treble Hooks,7.99,3.93,51.0,fishing,077-7735X,4.9,https://www.canadiantire.ca/en/pdp/berkley-fusion-19-treble-hooks-0777735p.html#srp,
Napoleon PRO Bamboo Cutting Board Set w/ Stainless Steel Bowls,64.99,29.93,54.0,backyard-living,185-0018-0,4.7,https://www.canadiantire.ca/en/pdp/napoleon-pro-bamboo-cutting-board-set-w-stainless-steel-bowls-1850018p.html#srp,
"AutoTrends Sporty Seat Cover, Black & Dark Red",59.99,39.93,33.0,car-care-accessories,032-6379-8,2.5,https://www.canadiantire.ca/en/pdp/autotrends-sporty-seat-cover-black-dark-red-0326379p.html#srp,
"PlumbShop Galt Springs & Seals Kit, 6-pk",3.99,1.93,52.0,plumbing,063-0659-4,4.0,https://www.canadiantire.ca/en/pdp/plumbshop-galt-springs-seals-kit-6-pk-0630659p.html#srp,
"Mustad Double String Rig, 75-lb, Size 3",6.79,2.93,57.0,fishing,077-7913-4,0.0,https://www.canadiantire.ca/en/pdp/mustad-double-string-rig-75-lb-size-3-0777913p.html#srp,
Outbound Baseball Cap with Removable Face Shield,14.99,6.93,54.0,footwear-apparel,187-3194-6,3.0,https://www.canadiantire.ca/en/pdp/outbound-baseball-cap-with-removable-face-shield-1873194p.html#srp,
"Simoniz, Fibre Can Air Freshener, New Car, 2-pk",8.99,2.93,67.0,car-care-accessories,037-2442-0,3.0,https://www.canadiantire.ca/en/pdp/simoniz-fibre-can-air-freshener-new-car-2-pk-0372442p.html#srp,
"NOMA 3-Light Adjustable Swivel Heads Canopy Light Fixture, Brushed Steel & Chrome",139.99,39.93,71.0,home-decor,052-9507-8,3.0,https://www.canadiantire.ca/en/pdp/noma-3-light-adjustable-swivel-heads-canopy-light-fixture-brushed-steel-chrome-0529507p.html#srp,
"Moen® 7-Setting 5-in Spray Handheld Shower Head, Chrome",59.99,34.93,42.0,plumbing,063-2431-2,3.9,https://www.canadiantire.ca/en/pdp/moen-7-setting-5-in-spray-handheld-shower-head-chrome-0632431p.html#srp,
"CCM Tacks Custom Pro Senior Hockey Shoulder Guards, White",79.99,29.93,63.0,hockey,083-2895X,4.7,https://www.canadiantire.ca/en/pdp/ccm-tacks-custom-pro-senior-hockey-shoulder-guards-white-0832895p.html#srp,
"OEM DOT 3 Brake Fluid, European, 946-mL",17.99,4.93,73.0,auto-maintenance,038-1914-2,5.0,https://www.canadiantire.ca/en/pdp/oem-dot-3-brake-fluid-european-946-ml-0381914p.html#srp,
Hoover HEPA Air Sprint Upright Media Air Vacuum Cleaner Filter,19.99,3.43,83.0,cleaning,043-7816-6,0.0,https://www.canadiantire.ca/en/pdp/hoover-hepa-air-sprint-upright-media-air-vacuum-cleaner-filter-0437816p.html#srp,
Leviton Renu Dimmer Switch Colour Change Kit,3.79,0.93,75.0,electrical,052-8330X,0.0,https://www.canadiantire.ca/en/pdp/leviton-renu-dimmer-switch-colour-change-kit-0528330p.html#srp,
"Abu Max X Spincast Fishing Reel, Pre-Spooled, Reversible, 10",39.99,22.93,43.0,fishing,077-2687-2,1.0,https://www.canadiantire.ca/en/pdp/abu-max-x-spincast-fishing-reel-pre-spooled-reversible-10-0772687p.html#srp,
"HOME COLLECTIONS Steel Dual Shelving Track White, 36-in",12.99,4.43,66.0,home-organization,068-7075-0,5.0,https://www.canadiantire.ca/en/pdp/home-collections-steel-dual-shelving-track-white-36-in-0687075p.html#srp,
"Honeywell HE240A Whole House Flow-Through Bypass Humidifier, 1,500-3,000 sq. ft., White",205.99,59.93,71.0,home-environment,064-3122-0,2.6,https://www.canadiantire.ca/en/pdp/honeywell-he240a-whole-house-flow-through-bypass-humidifier-1-500-3-000-sq-ft-white-0643122p.html#srp,
"REESE Brake Control Harness, Prewired",,31.99,,automotive-outdoor-adventure,040-6805X,5.0,https://www.canadiantire.ca/en/pdp/reese-brake-control-harness-prewired-0406805p.html#srp,
12V Smart Switch for LED Custom Auto Lighting,39.99,3.93,90.0,car-care-accessories,037-8079-0,2.0,https://www.canadiantire.ca/en/pdp/12v-smart-switch-for-led-custom-auto-lighting-0378079p.html#srp,
As Seen On TV TriStar Power XL Airfry Grill & Oven,,189.99,,as-seen-on-tv,399-7616-6,2.7,https://www.canadiantire.ca/en/pdp/as-seen-on-tv-tristar-power-xl-airfry-grill-oven-3997616p.html#srp,
"Philips T12 Fluorescent Tube Light Bulb, Cool White, 18-in",8.99,3.93,56.0,electrical,052-5103-2,3.1,https://www.canadiantire.ca/en/pdp/philips-t12-fluorescent-tube-light-bulb-cool-white-18-in-0525103p.html#srp,
"Rawlings Velo™ Baseball Helmet, Matte Red, Adult",89.99,44.93,50.0,team-sports-and-golf,080-1041-4,4.0,https://www.canadiantire.ca/en/pdp/rawlings-velo-baseball-helmet-matte-red-adult-0801041p.html#srp,
"Waterproof Round Trampoline Weather Cover, 13-ft, with Strong Straps, Black",39.99,14.93,63.0,backyard-fun,084-6892-0,1.0,https://www.canadiantire.ca/en/pdp/waterproof-round-trampoline-weather-cover-13-ft-with-strong-straps-black-0846892p.html#srp,
"STP Power Steering Fluid, 450-mL",8.99,2.93,67.0,auto-maintenance,038-0654-6,4.3,https://www.canadiantire.ca/en/pdp/stp-power-steering-fluid-450-ml-0380654p.html#srp,
"Squirrel X No Spill X4 Squirrel Proof Bird Feeder with 4 Feeding Ports, 1.5-lb",49.99,34.93,30.0,pet-care,142-9184-0,2.6,https://www.canadiantire.ca/en/pdp/squirrel-x-no-spill-x4-squirrel-proof-bird-feeder-with-4-feeding-ports-1-5-lb-1429184p.html#srp,
LED 4-Wire Flat,17.99,3.93,78.0,automotive-outdoor-adventure,040-8230-8,5.0,https://www.canadiantire.ca/en/pdp/led-4-wire-flat-0408230p.html#srp,
"LEGO® VIDIYO™ Candy Mermaid BeatBox - 43102, 71 pcs, Age 4+",24.99,14.93,40.0,toys,050-9252-6,4.3,https://www.canadiantire.ca/en/pdp/lego-vidiyo-candy-mermaid-beatbox-43102-71-pcs-age-4-0509252p.html#srp,
"AVS Hoodflector, Chrome",,99.99,,light-auto-parts,034-1100X,0.0,https://www.canadiantire.ca/en/pdp/avs-hoodflector-chrome-0341100p.html#srp,
"Perky Pet Straight-Sided Sunflower Tube Wild Bird Feeder, 1.8-lb",26.99,14.93,45.0,pet-care,142-9166-4,3.5,https://www.canadiantire.ca/en/pdp/perky-pet-straight-sided-sunflower-tube-wild-bird-feeder-1-8-lb-1429166p.html#srp,
"Bow Copper Tee, Assorted Sizes",,3.79,,plumbing,063-1272-6,4.6,https://www.canadiantire.ca/en/pdp/bow-copper-tee-assorted-sizes-0631218p.html#srp,
Reese Brake Control Converter and 7-Way Adapter,104.99,14.93,86.0,automotive-outdoor-adventure,040-9855-6,0.0,https://www.canadiantire.ca/en/pdp/reese-brake-control-converter-and-7-way-adapter-0409855p.html#srp,
"Umbra Loft Suds Melamine Soap Dish, Charcoal",9.99,5.93,41.0,home-decor,063-2463-6,5.0,https://www.canadiantire.ca/en/pdp/umbra-loft-suds-melamine-soap-dish-charcoal-0632463p.html#srp,
"Huntshield Drayton Hunting Backpack, Camouflage, 32-L",109.99,59.93,46.0,hunting,175-8993-2,4.0,https://www.canadiantire.ca/en/pdp/huntshield-drayton-hunting-backpack-camouflage-32-l-1758993p.html#srp,
"Perky Pet Metal Hanging Hook For Bird Feeders, 23-in",4.99,2.43,51.0,pet-care,042-5966-2,5.0,https://www.canadiantire.ca/en/pdp/perky-pet-metal-hanging-hook-for-bird-feeders-23-in-0425966p.html#srp,
Life Gear Aluminum Search Light,,14.93,,hardware,399-9215-8,4.8,https://www.canadiantire.ca/en/pdp/life-gear-aluminum-search-light-3999215p.html#srp,
"Berkley® Bad Shad 5 Fishing Lure, 2-in",11.99,5.93,51.0,fishing,077-7299X,4.8,https://www.canadiantire.ca/en/pdp/berkley-bad-shad-5-fishing-lure-2-in-0777299p.html#srp,
"Globe Electric BR30 E26 Base Globe Dimmable LED Light Bulbs, Tunable White, 65W, 2-pk",15.99,7.93,50.0,electrical,052-9485-8,4.0,https://www.canadiantire.ca/en/pdp/globe-electric-br30-e26-base-globe-dimmable-led-light-bulbs-tunable-white-65w-2-pk-0529485p.html#srp,
"Umbra Loft Suds Melamine Toothbrush Holder, Charcoal",9.99,5.93,41.0,home-decor,063-2462-8,4.5,https://www.canadiantire.ca/en/pdp/umbra-loft-suds-melamine-toothbrush-holder-charcoal-0632462p.html#srp,
